fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.02528,glyma.Wm82.gnm4.ann1.Glyma.13G046100.1,glyma.Wm82.gnm4.ann1.Glyma.19G047100.1,glyma.Wm82.gnm4.ann1.Glyma.08G365500.1,glyma.Wm82.gnm4.ann1.Glyma.18G296700.1,Glyma.13G046100,Glyma.19G047100,Glyma.08G365500,Glyma.18G296700
Legume.fam3.02531,glyma.Wm82.gnm4.ann1.Glyma.08G256400.1,glyma.Wm82.gnm4.ann1.Glyma.18G280700.1,glyma.Wm82.gnm4.ann1.Glyma.19G044400.1,glyma.Wm82.gnm4.ann1.Glyma.13G047400.2,Glyma.08G256400,Glyma.18G280700,Glyma.19G044400,Glyma.13G047400
Legume.fam3.02533,glyma.Wm82.gnm4.ann1.Glyma.16G210000.1,glyma.Wm82.gnm4.ann1.Glyma.09G160500.1,glyma.Wm82.gnm4.ann1.Glyma.10G174400.1,glyma.Wm82.gnm4.ann1.Glyma.20G216100.1,Glyma.16G210000,Glyma.09G160500,Glyma.10G174400,Glyma.20G216100
Legume.fam3.02535,glyma.Wm82.gnm4.ann1.Glyma.07G101000.1,glyma.Wm82.gnm4.ann1.Glyma.09G177800.3,glyma.Wm82.gnm4.ann1.Glyma.05G245900.1,glyma.Wm82.gnm4.ann1.Glyma.08G053702.1,Glyma.07G101000,Glyma.09G177800,Glyma.05G245900,Glyma.08G053702
Legume.fam3.02536,glyma.Wm82.gnm4.ann1.Glyma.09G177600.17,glyma.Wm82.gnm4.ann1.Glyma.07G101600.1,glyma.Wm82.gnm4.ann1.Glyma.05G245300.1,glyma.Wm82.gnm4.ann1.Glyma.08G052700.1,Glyma.09G177600,Glyma.07G101600,Glyma.05G245300,Glyma.08G052700
Legume.fam3.02540,glyma.Wm82.gnm4.ann1.Glyma.19G155700.1,glyma.Wm82.gnm4.ann1.Glyma.03G153300.1,glyma.Wm82.gnm4.ann1.Glyma.02G147600.3,glyma.Wm82.gnm4.ann1.Glyma.10G026200.11,Glyma.19G155700,Glyma.03G153300,Glyma.02G147600,Glyma.10G026200
Legume.fam3.02541,glyma.Wm82.gnm4.ann1.Glyma.10G026300.1,glyma.Wm82.gnm4.ann1.Glyma.02G147500.1,glyma.Wm82.gnm4.ann1.Glyma.19G155800.1,glyma.Wm82.gnm4.ann1.Glyma.03G153400.1,Glyma.10G026300,Glyma.02G147500,Glyma.19G155800,Glyma.03G153400
Legume.fam3.02544,glyma.Wm82.gnm4.ann1.Glyma.10G032200.1,glyma.Wm82.gnm4.ann1.Glyma.02G141700.1,glyma.Wm82.gnm4.ann1.Glyma.03G159100.1,glyma.Wm82.gnm4.ann1.Glyma.19G161400.1,Glyma.10G032200,Glyma.02G141700,Glyma.03G159100,Glyma.19G161400
Legume.fam3.02546,glyma.Wm82.gnm4.ann1.Glyma.03G166800.5,glyma.Wm82.gnm4.ann1.Glyma.19G167900.9,glyma.Wm82.gnm4.ann1.Glyma.10G040100.3,glyma.Wm82.gnm4.ann1.Glyma.13G126600.6,Glyma.03G166800,Glyma.19G167900,Glyma.10G040100,Glyma.13G126600
Legume.fam3.02547,glyma.Wm82.gnm4.ann1.Glyma.10G040700.1,glyma.Wm82.gnm4.ann1.Glyma.13G127300.2,glyma.Wm82.gnm4.ann1.Glyma.19G168800.1,glyma.Wm82.gnm4.ann1.Glyma.03G167650.1,Glyma.10G040700,Glyma.13G127300,Glyma.19G168800,Glyma.03G167650
Legume.fam3.02548,glyma.Wm82.gnm4.ann1.Glyma.13G136700.1,glyma.Wm82.gnm4.ann1.Glyma.10G048800.1,glyma.Wm82.gnm4.ann1.Glyma.03G177600.4,glyma.Wm82.gnm4.ann1.Glyma.19G178400.1,Glyma.13G136700,Glyma.10G048800,Glyma.03G177600,Glyma.19G178400
Legume.fam3.02549,glyma.Wm82.gnm4.ann1.Glyma.03G178100.1,glyma.Wm82.gnm4.ann1.Glyma.19G178900.9,glyma.Wm82.gnm4.ann1.Glyma.13G137200.5,glyma.Wm82.gnm4.ann1.Glyma.10G049600.1,Glyma.03G178100,Glyma.19G178900,Glyma.13G137200,Glyma.10G049600
Legume.fam3.02550,glyma.Wm82.gnm4.ann1.Glyma.03G179700.1,glyma.Wm82.gnm4.ann1.Glyma.19G180400.1,glyma.Wm82.gnm4.ann1.Glyma.10G051500.7,glyma.Wm82.gnm4.ann1.Glyma.13G139000.1,Glyma.03G179700,Glyma.19G180400,Glyma.10G051500,Glyma.13G139000
Legume.fam3.02555,glyma.Wm82.gnm4.ann1.Glyma.19G194957.1,glyma.Wm82.gnm4.ann1.Glyma.03G196500.1,glyma.Wm82.gnm4.ann1.Glyma.10G073600.1,glyma.Wm82.gnm4.ann1.Glyma.13G154300.1,Glyma.19G194957,Glyma.03G196500,Glyma.10G073600,Glyma.13G154300
Legume.fam3.02560,glyma.Wm82.gnm4.ann1.Glyma.02G175400.1,glyma.Wm82.gnm4.ann1.Glyma.10G093400.1,glyma.Wm82.gnm4.ann1.Glyma.03G141500.1,glyma.Wm82.gnm4.ann1.Glyma.19G144000.4,Glyma.02G175400,Glyma.10G093400,Glyma.03G141500,Glyma.19G144000
Legume.fam3.02561,glyma.Wm82.gnm4.ann1.Glyma.10G094500.1,glyma.Wm82.gnm4.ann1.Glyma.02G180100.9,glyma.Wm82.gnm4.ann1.Glyma.19G143000.1,glyma.Wm82.gnm4.ann1.Glyma.03G140100.1,Glyma.10G094500,Glyma.02G180100,Glyma.19G143000,Glyma.03G140100
Legume.fam3.02568,glyma.Wm82.gnm4.ann1.Glyma.19G216601.1,glyma.Wm82.gnm4.ann1.Glyma.03G219800.1,glyma.Wm82.gnm4.ann1.Glyma.10G012600.7,glyma.Wm82.gnm4.ann1.Glyma.02G012100.1,Glyma.19G216601,Glyma.03G219800,Glyma.10G012600,Glyma.02G012100
Legume.fam3.02569,glyma.Wm82.gnm4.ann1.Glyma.03G221100.1,glyma.Wm82.gnm4.ann1.Glyma.19G218100.1,glyma.Wm82.gnm4.ann1.Glyma.02G010600.1,glyma.Wm82.gnm4.ann1.Glyma.10G011000.1,Glyma.03G221100,Glyma.19G218100,Glyma.02G010600,Glyma.10G011000
Legume.fam3.02570,glyma.Wm82.gnm4.ann1.Glyma.10G010800.4,glyma.Wm82.gnm4.ann1.Glyma.02G010300.2,glyma.Wm82.gnm4.ann1.Glyma.19G218300.3,glyma.Wm82.gnm4.ann1.Glyma.03G221350.1,Glyma.10G010800,Glyma.02G010300,Glyma.19G218300,Glyma.03G221350
Legume.fam3.02572,glyma.Wm82.gnm4.ann1.Glyma.03G230400.1,glyma.Wm82.gnm4.ann1.Glyma.19G227300.1,glyma.Wm82.gnm4.ann1.Glyma.20G095200.1,glyma.Wm82.gnm4.ann1.Glyma.10G145600.1,Glyma.03G230400,Glyma.19G227300,Glyma.20G095200,Glyma.10G145600
Legume.fam3.02573,glyma.Wm82.gnm4.ann1.Glyma.20G096100.1,glyma.Wm82.gnm4.ann1.Glyma.10G146300.1,glyma.Wm82.gnm4.ann1.Glyma.19G228000.1,glyma.Wm82.gnm4.ann1.Glyma.03G230800.1,Glyma.20G096100,Glyma.10G146300,Glyma.19G228000,Glyma.03G230800
Legume.fam3.02581,glyma.Wm82.gnm4.ann1.Glyma.06G202000.9,glyma.Wm82.gnm4.ann1.Glyma.04G163600.16,glyma.Wm82.gnm4.ann1.Glyma.17G077400.1,glyma.Wm82.gnm4.ann1.Glyma.05G022300.1,Glyma.06G202000,Glyma.04G163600,Glyma.17G077400,Glyma.05G022300
Legume.fam3.02586,glyma.Wm82.gnm4.ann1.Glyma.04G036300.1,glyma.Wm82.gnm4.ann1.Glyma.06G036400.1,glyma.Wm82.gnm4.ann1.Glyma.14G080100.1,glyma.Wm82.gnm4.ann1.Glyma.17G245300.1,Glyma.04G036300,Glyma.06G036400,Glyma.14G080100,Glyma.17G245300
Legume.fam3.02588,glyma.Wm82.gnm4.ann1.Glyma.14G158800.1,glyma.Wm82.gnm4.ann1.Glyma.13G036100.1,glyma.Wm82.gnm4.ann1.Glyma.06G119800.1,glyma.Wm82.gnm4.ann1.Glyma.04G243500.1,Glyma.14G158800,Glyma.13G036100,Glyma.06G119800,Glyma.04G243500
Legume.fam3.02589,glyma.Wm82.gnm4.ann1.Glyma.13G087200.5,glyma.Wm82.gnm4.ann1.Glyma.14G169700.13,glyma.Wm82.gnm4.ann1.Glyma.04G105200.3,glyma.Wm82.gnm4.ann1.Glyma.06G106100.4,Glyma.13G087200,Glyma.14G169700,Glyma.04G105200,Glyma.06G106100
Legume.fam3.02594,glyma.Wm82.gnm4.ann1.Glyma.06G065200.4,glyma.Wm82.gnm4.ann1.Glyma.04G064100.1,glyma.Wm82.gnm4.ann1.Glyma.17G215500.1,glyma.Wm82.gnm4.ann1.Glyma.14G112400.4,Glyma.06G065200,Glyma.04G064100,Glyma.17G215500,Glyma.14G112400
Legume.fam3.02595,glyma.Wm82.gnm4.ann1.Glyma.17G220700.1,glyma.Wm82.gnm4.ann1.Glyma.14G105700.1,glyma.Wm82.gnm4.ann1.Glyma.06G059000.1,glyma.Wm82.gnm4.ann1.Glyma.04G058300.1,Glyma.17G220700,Glyma.14G105700,Glyma.06G059000,Glyma.04G058300
Legume.fam3.02599,glyma.Wm82.gnm4.ann1.Glyma.14G123900.1,glyma.Wm82.gnm4.ann1.Glyma.13G040400.1,glyma.Wm82.gnm4.ann1.Glyma.04G238700.1,glyma.Wm82.gnm4.ann1.Glyma.06G125100.1,Glyma.14G123900,Glyma.13G040400,Glyma.04G238700,Glyma.06G125100
Legume.fam3.02604,glyma.Wm82.gnm4.ann1.Glyma.02G259100.1,glyma.Wm82.gnm4.ann1.Glyma.14G053400.1,glyma.Wm82.gnm4.ann1.Glyma.11G235600.1,glyma.Wm82.gnm4.ann1.Glyma.18G021300.1,Glyma.02G259100,Glyma.14G053400,Glyma.11G235600,Glyma.18G021300
Legume.fam3.02606,glyma.Wm82.gnm4.ann1.Glyma.12G035700.1,glyma.Wm82.gnm4.ann1.Glyma.09G222200.1,glyma.Wm82.gnm4.ann1.Glyma.04G007100.1,glyma.Wm82.gnm4.ann1.Glyma.06G007100.1,Glyma.12G035700,Glyma.09G222200,Glyma.04G007100,Glyma.06G007100
Legume.fam3.02607,glyma.Wm82.gnm4.ann1.Glyma.11G221500.1,glyma.Wm82.gnm4.ann1.Glyma.18G036000.1,glyma.Wm82.gnm4.ann1.Glyma.14G066500.2,glyma.Wm82.gnm4.ann1.Glyma.02G250100.1,Glyma.11G221500,Glyma.18G036000,Glyma.14G066500,Glyma.02G250100
Legume.fam3.02609,glyma.Wm82.gnm4.ann1.Glyma.02G239600.1,glyma.Wm82.gnm4.ann1.Glyma.14G208500.1,glyma.Wm82.gnm4.ann1.Glyma.18G046800.1,glyma.Wm82.gnm4.ann1.Glyma.11G204200.1,Glyma.02G239600,Glyma.14G208500,Glyma.18G046800,Glyma.11G204200
Legume.fam3.02615,glyma.Wm82.gnm4.ann1.Glyma.18G052100.6,glyma.Wm82.gnm4.ann1.Glyma.11G197900.5,glyma.Wm82.gnm4.ann1.Glyma.14G204400.3,glyma.Wm82.gnm4.ann1.Glyma.02G236400.1,Glyma.18G052100,Glyma.11G197900,Glyma.14G204400,Glyma.02G236400
Legume.fam3.02618,glyma.Wm82.gnm4.ann1.Glyma.14G190400.12,glyma.Wm82.gnm4.ann1.Glyma.02G223700.1,glyma.Wm82.gnm4.ann1.Glyma.20G060400.2,glyma.Wm82.gnm4.ann1.Glyma.13G009300.2,Glyma.14G190400,Glyma.02G223700,Glyma.20G060400,Glyma.13G009300
Legume.fam3.02619,glyma.Wm82.gnm4.ann1.Glyma.02G253900.7,glyma.Wm82.gnm4.ann1.Glyma.14G062600.1,glyma.Wm82.gnm4.ann1.Glyma.18G030500.1,glyma.Wm82.gnm4.ann1.Glyma.11G226700.1,Glyma.02G253900,Glyma.14G062600,Glyma.18G030500,Glyma.11G226700
Legume.fam3.02621,glyma.Wm82.gnm4.ann1.Glyma.12G017000.1,glyma.Wm82.gnm4.ann1.Glyma.11G108400.1,glyma.Wm82.gnm4.ann1.Glyma.11G009400.1,glyma.Wm82.gnm4.ann1.Glyma.01G233400.2,Glyma.12G017000,Glyma.11G108400,Glyma.11G009400,Glyma.01G233400
Legume.fam3.02622,glyma.Wm82.gnm4.ann1.Glyma.06G097900.1,glyma.Wm82.gnm4.ann1.Glyma.04G096200.1,glyma.Wm82.gnm4.ann1.Glyma.14G182800.1,glyma.Wm82.gnm4.ann1.Glyma.02G215600.1,Glyma.06G097900,Glyma.04G096200,Glyma.14G182800,Glyma.02G215600
Legume.fam3.02624,glyma.Wm82.gnm4.ann1.Glyma.17G203800.1,glyma.Wm82.gnm4.ann1.Glyma.14G129100.4,glyma.Wm82.gnm4.ann1.Glyma.06G073100.2,glyma.Wm82.gnm4.ann1.Glyma.04G071800.1,Glyma.17G203800,Glyma.14G129100,Glyma.06G073100,Glyma.04G071800
Legume.fam3.02625,glyma.Wm82.gnm4.ann1.Glyma.06G067600.1,glyma.Wm82.gnm4.ann1.Glyma.04G066200.1,glyma.Wm82.gnm4.ann1.Glyma.17G211500.1,glyma.Wm82.gnm4.ann1.Glyma.14G116200.1,Glyma.06G067600,Glyma.04G066200,Glyma.17G211500,Glyma.14G116200
Legume.fam3.02635,glyma.Wm82.gnm4.ann1.Glyma.08G183600.3,glyma.Wm82.gnm4.ann1.Glyma.15G049000.1,glyma.Wm82.gnm4.ann1.Glyma.08G077400.1,glyma.Wm82.gnm4.ann1.Glyma.05G122400.1,Glyma.08G183600,Glyma.15G049000,Glyma.08G077400,Glyma.05G122400
Legume.fam3.02636,glyma.Wm82.gnm4.ann1.Glyma.08G186000.1,glyma.Wm82.gnm4.ann1.Glyma.15G046800.1,glyma.Wm82.gnm4.ann1.Glyma.08G127800.3,glyma.Wm82.gnm4.ann1.Glyma.05G169500.1,Glyma.08G186000,Glyma.15G046800,Glyma.08G127800,Glyma.05G169500
Legume.fam3.02638,glyma.Wm82.gnm4.ann1.Glyma.13G254300.1,glyma.Wm82.gnm4.ann1.Glyma.15G060600.1,glyma.Wm82.gnm4.ann1.Glyma.07G184400.1,glyma.Wm82.gnm4.ann1.Glyma.08G065000.1,Glyma.13G254300,Glyma.15G060600,Glyma.07G184400,Glyma.08G065000
Legume.fam3.02639,glyma.Wm82.gnm4.ann1.Glyma.07G189700.1,glyma.Wm82.gnm4.ann1.Glyma.08G059600.1,glyma.Wm82.gnm4.ann1.Glyma.13G246700.1,glyma.Wm82.gnm4.ann1.Glyma.15G067200.1,Glyma.07G189700,Glyma.08G059600,Glyma.13G246700,Glyma.15G067200
Legume.fam3.02640,glyma.Wm82.gnm4.ann1.Glyma.13G236200.2,glyma.Wm82.gnm4.ann1.Glyma.15G077500.1,glyma.Wm82.gnm4.ann1.Glyma.07G201000.1,glyma.Wm82.gnm4.ann1.Glyma.13G175400.1,Glyma.13G236200,Glyma.15G077500,Glyma.07G201000,Glyma.13G175400
Legume.fam3.02642,glyma.Wm82.gnm4.ann1.Glyma.19G201500.1,glyma.Wm82.gnm4.ann1.Glyma.03G204200.4,glyma.Wm82.gnm4.ann1.Glyma.02G192600.7,glyma.Wm82.gnm4.ann1.Glyma.10G084200.1,Glyma.19G201500,Glyma.03G204200,Glyma.02G192600,Glyma.10G084200
Legume.fam3.02644,glyma.Wm82.gnm4.ann1.Glyma.03G218400.1,glyma.Wm82.gnm4.ann1.Glyma.19G215200.1,glyma.Wm82.gnm4.ann1.Glyma.10G014400.1,glyma.Wm82.gnm4.ann1.Glyma.02G013700.1,Glyma.03G218400,Glyma.19G215200,Glyma.10G014400,Glyma.02G013700
Legume.fam3.02646,glyma.Wm82.gnm4.ann1.Glyma.19G254800.1,glyma.Wm82.gnm4.ann1.Glyma.03G256700.1,glyma.Wm82.gnm4.ann1.Glyma.16G026400.1,glyma.Wm82.gnm4.ann1.Glyma.07G057400.1,Glyma.19G254800,Glyma.03G256700,Glyma.16G026400,Glyma.07G057400
Legume.fam3.02649,glyma.Wm82.gnm4.ann1.Glyma.16G012600.1,glyma.Wm82.gnm4.ann1.Glyma.07G044300.4,glyma.Wm82.gnm4.ann1.Glyma.03G263700.1,glyma.Wm82.gnm4.ann1.Glyma.19G262700.1,Glyma.16G012600,Glyma.07G044300,Glyma.03G263700,Glyma.19G262700
Legume.fam3.02650,glyma.Wm82.gnm4.ann1.Glyma.15G025200.1,glyma.Wm82.gnm4.ann1.Glyma.13G348600.1,glyma.Wm82.gnm4.ann1.Glyma.07G008100.2,glyma.Wm82.gnm4.ann1.Glyma.08G190900.1,Glyma.15G025200,Glyma.13G348600,Glyma.07G008100,Glyma.08G190900
Legume.fam3.02651,glyma.Wm82.gnm4.ann1.Glyma.13G358700.1,glyma.Wm82.gnm4.ann1.Glyma.15G015300.1,glyma.Wm82.gnm4.ann1.Glyma.08G205700.1,glyma.Wm82.gnm4.ann1.Glyma.07G005200.1,Glyma.13G358700,Glyma.15G015300,Glyma.08G205700,Glyma.07G005200
Legume.fam3.02652,glyma.Wm82.gnm4.ann1.Glyma.13G369300.1,glyma.Wm82.gnm4.ann1.Glyma.15G004300.1,glyma.Wm82.gnm4.ann1.Glyma.08G216500.1,glyma.Wm82.gnm4.ann1.Glyma.07G025900.1,Glyma.13G369300,Glyma.15G004300,Glyma.08G216500,Glyma.07G025900
Legume.fam3.02659,glyma.Wm82.gnm4.ann1.Glyma.13G355700.1,glyma.Wm82.gnm4.ann1.Glyma.15G018400.1,glyma.Wm82.gnm4.ann1.Glyma.07G017300.1,glyma.Wm82.gnm4.ann1.Glyma.08G202300.1,Glyma.13G355700,Glyma.15G018400,Glyma.07G017300,Glyma.08G202300
Legume.fam3.02665,glyma.Wm82.gnm4.ann1.Glyma.12G160800.1,glyma.Wm82.gnm4.ann1.Glyma.06G230400.1,glyma.Wm82.gnm4.ann1.Glyma.13G270900.1,glyma.Wm82.gnm4.ann1.Glyma.12G228800.1,Glyma.12G160800,Glyma.06G230400,Glyma.13G270900,Glyma.12G228800
Legume.fam3.02666,glyma.Wm82.gnm4.ann1.Glyma.04G175300.1,glyma.Wm82.gnm4.ann1.Glyma.06G189600.1,glyma.Wm82.gnm4.ann1.Glyma.05G030800.1,glyma.Wm82.gnm4.ann1.Glyma.17G096000.1,Glyma.04G175300,Glyma.06G189600,Glyma.05G030800,Glyma.17G096000
Legume.fam3.02667,glyma.Wm82.gnm4.ann1.Glyma.04G176600.1,glyma.Wm82.gnm4.ann1.Glyma.06G188500.1,glyma.Wm82.gnm4.ann1.Glyma.05G031600.1,glyma.Wm82.gnm4.ann1.Glyma.17G095300.1,Glyma.04G176600,Glyma.06G188500,Glyma.05G031600,Glyma.17G095300
Legume.fam3.02668,glyma.Wm82.gnm4.ann1.Glyma.06G187500.2,glyma.Wm82.gnm4.ann1.Glyma.04G177600.3,glyma.Wm82.gnm4.ann1.Glyma.05G032600.2,glyma.Wm82.gnm4.ann1.Glyma.17G094100.2,Glyma.06G187500,Glyma.04G177600,Glyma.05G032600,Glyma.17G094100
Legume.fam3.02669,glyma.Wm82.gnm4.ann1.Glyma.05G037800.1,glyma.Wm82.gnm4.ann1.Glyma.17G089300.1,glyma.Wm82.gnm4.ann1.Glyma.04G183700.1,glyma.Wm82.gnm4.ann1.Glyma.06G182200.1,Glyma.05G037800,Glyma.17G089300,Glyma.04G183700,Glyma.06G182200
Legume.fam3.02673,glyma.Wm82.gnm4.ann1.Glyma.05G199400.2,glyma.Wm82.gnm4.ann1.Glyma.08G006900.1,glyma.Wm82.gnm4.ann1.Glyma.04G202800.1,glyma.Wm82.gnm4.ann1.Glyma.06G162700.1,Glyma.05G199400,Glyma.08G006900,Glyma.04G202800,Glyma.06G162700
Legume.fam3.02674,glyma.Wm82.gnm4.ann1.Glyma.13G277900.1,glyma.Wm82.gnm4.ann1.Glyma.12G223400.1,glyma.Wm82.gnm4.ann1.Glyma.12G151400.5,glyma.Wm82.gnm4.ann1.Glyma.06G245200.1,Glyma.13G277900,Glyma.12G223400,Glyma.12G151400,Glyma.06G245200
Legume.fam3.02675,glyma.Wm82.gnm4.ann1.Glyma.08G002600.1,glyma.Wm82.gnm4.ann1.Glyma.05G195100.1,glyma.Wm82.gnm4.ann1.Glyma.04G208200.1,glyma.Wm82.gnm4.ann1.Glyma.06G157500.1,Glyma.08G002600,Glyma.05G195100,Glyma.04G208200,Glyma.06G157500
Legume.fam3.02676,glyma.Wm82.gnm4.ann1.Glyma.05G189800.5,glyma.Wm82.gnm4.ann1.Glyma.08G147400.17,glyma.Wm82.gnm4.ann1.Glyma.04G214900.3,glyma.Wm82.gnm4.ann1.Glyma.06G151300.5,Glyma.05G189800,Glyma.08G147400,Glyma.04G214900,Glyma.06G151300
Legume.fam3.02680,glyma.Wm82.gnm4.ann1.Glyma.18G014100.1,glyma.Wm82.gnm4.ann1.Glyma.11G243000.1,glyma.Wm82.gnm4.ann1.Glyma.05G175000.1,glyma.Wm82.gnm4.ann1.Glyma.08G132300.1,Glyma.18G014100,Glyma.11G243000,Glyma.05G175000,Glyma.08G132300
Legume.fam3.02681,glyma.Wm82.gnm4.ann1.Glyma.05G147600.1,glyma.Wm82.gnm4.ann1.Glyma.08G104600.1,glyma.Wm82.gnm4.ann1.Glyma.18G006000.1,glyma.Wm82.gnm4.ann1.Glyma.11G251000.1,Glyma.05G147600,Glyma.08G104600,Glyma.18G006000,Glyma.11G251000
Legume.fam3.02684,glyma.Wm82.gnm4.ann1.Glyma.06G260000.1,glyma.Wm82.gnm4.ann1.Glyma.12G141700.1,glyma.Wm82.gnm4.ann1.Glyma.12G216800.1,glyma.Wm82.gnm4.ann1.Glyma.13G284400.1,Glyma.06G260000,Glyma.12G141700,Glyma.12G216800,Glyma.13G284400
Legume.fam3.02688,glyma.Wm82.gnm4.ann1.Glyma.17G061300.1,glyma.Wm82.gnm4.ann1.Glyma.13G098500.1,glyma.Wm82.gnm4.ann1.Glyma.09G057300.2,glyma.Wm82.gnm4.ann1.Glyma.15G163600.4,Glyma.17G061300,Glyma.13G098500,Glyma.09G057300,Glyma.15G163600
Legume.fam3.02690,glyma.Wm82.gnm4.ann1.Glyma.06G266000.3,glyma.Wm82.gnm4.ann1.Glyma.12G136800.1,glyma.Wm82.gnm4.ann1.Glyma.12G215400.1,glyma.Wm82.gnm4.ann1.Glyma.13G286100.1,Glyma.06G266000,Glyma.12G136800,Glyma.12G215400,Glyma.13G286100
Legume.fam3.02691,glyma.Wm82.gnm4.ann1.Glyma.17G059100.1,glyma.Wm82.gnm4.ann1.Glyma.13G100700.1,glyma.Wm82.gnm4.ann1.Glyma.15G166500.1,glyma.Wm82.gnm4.ann1.Glyma.09G059800.1,Glyma.17G059100,Glyma.13G100700,Glyma.15G166500,Glyma.09G059800
Legume.fam3.02692,glyma.Wm82.gnm4.ann1.Glyma.13G286900.1,glyma.Wm82.gnm4.ann1.Glyma.12G214700.1,glyma.Wm82.gnm4.ann1.Glyma.06G266900.1,glyma.Wm82.gnm4.ann1.Glyma.12G136100.1,Glyma.13G286900,Glyma.12G214700,Glyma.06G266900,Glyma.12G136100
Legume.fam3.02693,glyma.Wm82.gnm4.ann1.Glyma.17G051200.1,glyma.Wm82.gnm4.ann1.Glyma.13G108200.1,glyma.Wm82.gnm4.ann1.Glyma.15G173400.1,glyma.Wm82.gnm4.ann1.Glyma.09G068100.1,Glyma.17G051200,Glyma.13G108200,Glyma.15G173400,Glyma.09G068100
Legume.fam3.02697,glyma.Wm82.gnm4.ann1.Glyma.09G044400.1,glyma.Wm82.gnm4.ann1.Glyma.15G148700.3,glyma.Wm82.gnm4.ann1.Glyma.07G246900.1,glyma.Wm82.gnm4.ann1.Glyma.17G027100.4,Glyma.09G044400,Glyma.15G148700,Glyma.07G246900,Glyma.17G027100
Legume.fam3.02698,glyma.Wm82.gnm4.ann1.Glyma.09G041100.1,glyma.Wm82.gnm4.ann1.Glyma.15G146900.1,glyma.Wm82.gnm4.ann1.Glyma.07G244400.1,glyma.Wm82.gnm4.ann1.Glyma.17G029500.1,Glyma.09G041100,Glyma.15G146900,Glyma.07G244400,Glyma.17G029500
Legume.fam3.02701,glyma.Wm82.gnm4.ann1.Glyma.07G240600.1,glyma.Wm82.gnm4.ann1.Glyma.17G032800.1,glyma.Wm82.gnm4.ann1.Glyma.15G141200.1,glyma.Wm82.gnm4.ann1.Glyma.09G036300.1,Glyma.07G240600,Glyma.17G032800,Glyma.15G141200,Glyma.09G036300
Legume.fam3.02702,glyma.Wm82.gnm4.ann1.Glyma.12G128700.3,glyma.Wm82.gnm4.ann1.Glyma.06G276900.1,glyma.Wm82.gnm4.ann1.Glyma.13G290400.3,glyma.Wm82.gnm4.ann1.Glyma.12G211000.14,Glyma.12G128700,Glyma.06G276900,Glyma.13G290400,Glyma.12G211000
Legume.fam3.02706,glyma.Wm82.gnm4.ann1.Glyma.02G004200.1,glyma.Wm82.gnm4.ann1.Glyma.10G004100.1,glyma.Wm82.gnm4.ann1.Glyma.10G182300.1,glyma.Wm82.gnm4.ann1.Glyma.20G207700.4,Glyma.02G004200,Glyma.10G004100,Glyma.10G182300,Glyma.20G207700
Legume.fam3.02709,glyma.Wm82.gnm4.ann1.Glyma.13G274800.2,glyma.Wm82.gnm4.ann1.Glyma.12G226100.1,glyma.Wm82.gnm4.ann1.Glyma.12G163008.1,glyma.Wm82.gnm4.ann1.Glyma.06G238200.1,Glyma.13G274800,Glyma.12G226100,Glyma.12G163008,Glyma.06G238200
Legume.fam3.02710,glyma.Wm82.gnm4.ann1.Glyma.12G116100.2,glyma.Wm82.gnm4.ann1.Glyma.06G290800.1,glyma.Wm82.gnm4.ann1.Glyma.12G205300.1,glyma.Wm82.gnm4.ann1.Glyma.13G295600.1,Glyma.12G116100,Glyma.06G290800,Glyma.12G205300,Glyma.13G295600
Legume.fam3.02711,glyma.Wm82.gnm4.ann1.Glyma.08G110100.2,glyma.Wm82.gnm4.ann1.Glyma.05G152400.7,glyma.Wm82.gnm4.ann1.Glyma.11G255200.1,glyma.Wm82.gnm4.ann1.Glyma.18G001900.1,Glyma.08G110100,Glyma.05G152400,Glyma.11G255200,Glyma.18G001900
Legume.fam3.02713,glyma.Wm82.gnm4.ann1.Glyma.16G125000.1,glyma.Wm82.gnm4.ann1.Glyma.02G046700.1,glyma.Wm82.gnm4.ann1.Glyma.11G078200.1,glyma.Wm82.gnm4.ann1.Glyma.01G164900.1,Glyma.16G125000,Glyma.02G046700,Glyma.11G078200,Glyma.01G164900
Legume.fam3.02714,glyma.Wm82.gnm4.ann1.Glyma.11G077200.1,glyma.Wm82.gnm4.ann1.Glyma.01G166300.1,glyma.Wm82.gnm4.ann1.Glyma.16G128800.1,glyma.Wm82.gnm4.ann1.Glyma.02G048700.1,Glyma.11G077200,Glyma.01G166300,Glyma.16G128800,Glyma.02G048700
Legume.fam3.02715,glyma.Wm82.gnm4.ann1.Glyma.17G167700.1,glyma.Wm82.gnm4.ann1.Glyma.05G097300.1,glyma.Wm82.gnm4.ann1.Glyma.11G052500.1,glyma.Wm82.gnm4.ann1.Glyma.01G189700.1,Glyma.17G167700,Glyma.05G097300,Glyma.11G052500,Glyma.01G189700
Legume.fam3.02716,glyma.Wm82.gnm4.ann1.Glyma.01G190900.1,glyma.Wm82.gnm4.ann1.Glyma.11G051300.1,glyma.Wm82.gnm4.ann1.Glyma.05G102100.1,glyma.Wm82.gnm4.ann1.Glyma.17G164800.1,Glyma.01G190900,Glyma.11G051300,Glyma.05G102100,Glyma.17G164800
